2026-03-17 10:14:53 | INFO     | trading_bot.auth.login       | Authenticating with AngelOne SmartAPI …
2026-03-17 10:50:27 | INFO     | main                         | Shutdown signal received (sig=2). Cleaning up …
2026-03-17 10:50:27 | INFO     | main                         | Shutdown signal received (sig=2). Cleaning up …
2026-03-17 10:50:27 | INFO     | main                         | Logging out …
2026-03-17 10:50:27 | INFO     | main                         | Shutdown signal received (sig=2). Cleaning up …
2026-03-17 10:50:28 | INFO     | trading_bot.auth.login       | Session terminated for AABW062325
2026-03-17 10:50:28 | INFO     | main                         | Shutdown complete.
2026-03-17 18:17:47 | INFO     | main                         | ============================================================
2026-03-17 18:17:47 | INFO     | main                         |   PROJECT CANDLES — NIFTY OPTIONS AUTO TRADING SYSTEM
2026-03-17 18:17:47 | INFO     | main                         |   Mode : PAPER
2026-03-17 18:17:47 | INFO     | main                         |   Time : 2026-03-17 18:17:47 IST
2026-03-17 18:17:47 | INFO     | main                         | ============================================================
2026-03-17 18:17:47 | INFO     | trading_bot.data.store       | Database initialized at C:\Users\Sushma\Desktop\AngelOne\trading_bot\trading_bot.db
2026-03-17 18:17:47 | INFO     | trading_bot.auth.login       | Authenticating with AngelOne SmartAPI …
2026-03-17 18:17:49 | INFO     | trading_bot.auth.login       | Login SUCCESS — client=AABW062325  feed_token=eyJhbGciOiJI…
2026-03-17 18:17:49 | INFO     | main                         | SmartAPI session ready.
2026-03-17 18:17:49 | INFO     | main                         | [STUB] Fetch historical candles …
2026-03-17 18:17:49 | INFO     | main                         | [STUB] Compute indicators …
2026-03-17 18:17:49 | INFO     | main                         | [STUB] Start WebSocket live feed …
2026-03-17 18:17:49 | INFO     | main                         | [STUB] Start Flask dashboard on port 5000 …
2026-03-17 18:17:49 | INFO     | main                         | Entering main trading loop. Press CTRL+C to stop.
2026-03-17 18:32:26 | INFO     | main                         | Shutdown signal received (sig=2). Cleaning up …
2026-03-17 18:32:26 | INFO     | main                         | Shutdown signal received (sig=2). Cleaning up …
2026-03-17 18:32:27 | INFO     | main                         | Shutdown signal received (sig=2). Cleaning up …
2026-03-17 18:32:27 | INFO     | main                         | Shutdown signal received (sig=2). Cleaning up …
2026-03-17 18:32:27 | INFO     | main                         | Shutdown signal received (sig=2). Cleaning up …
2026-03-17 18:32:27 | INFO     | main                         | Shutdown signal received (sig=2). Cleaning up …
2026-03-17 18:32:27 | INFO     | main                         | Shutdown signal received (sig=2). Cleaning up …
2026-03-17 18:32:28 | INFO     | main                         | Shutdown signal received (sig=2). Cleaning up …
2026-03-17 18:32:28 | INFO     | main                         | Shutdown signal received (sig=2). Cleaning up …
2026-03-17 18:32:28 | INFO     | main                         | Shutdown signal received (sig=2). Cleaning up …
2026-03-17 18:32:28 | INFO     | main                         | Shutdown signal received (sig=2). Cleaning up …
2026-03-17 18:32:28 | INFO     | main                         | Logging out …
2026-03-17 18:32:28 | INFO     | main                         | Shutdown signal received (sig=2). Cleaning up …
2026-03-17 18:32:29 | INFO     | main                         | Shutdown signal received (sig=2). Cleaning up …
2026-03-17 18:32:29 | INFO     | trading_bot.auth.login       | Session terminated for AABW062325
2026-03-17 18:32:29 | INFO     | main                         | Shutdown complete.
2026-03-17 18:32:32 | INFO     | main                         | ============================================================
2026-03-17 18:32:32 | INFO     | main                         |   PROJECT CANDLES — NIFTY OPTIONS AUTO TRADING SYSTEM
2026-03-17 18:32:32 | INFO     | main                         |   Mode : PAPER
2026-03-17 18:32:32 | INFO     | main                         |   Time : 2026-03-17 18:32:32 IST
2026-03-17 18:32:32 | INFO     | main                         | ============================================================
2026-03-17 18:32:32 | INFO     | trading_bot.data.store       | Database initialized at C:\Users\Sushma\Desktop\AngelOne\trading_bot\trading_bot.db
2026-03-17 18:32:32 | INFO     | trading_bot.auth.login       | Authenticating with AngelOne SmartAPI …
2026-03-17 18:32:34 | INFO     | trading_bot.auth.login       | Login SUCCESS — client=AABW062325  feed_token=eyJhbGciOiJI…
2026-03-17 18:32:34 | INFO     | main                         | SmartAPI session ready.
2026-03-17 18:32:34 | INFO     | main                         | Fetching last 30 days of 1m candles …
2026-03-17 18:32:35 | INFO     | trading_bot.data.historical  | Stored 375 new 1m bars for 2026-02-16  (fetched: 375)
2026-03-17 18:32:36 | INFO     | trading_bot.data.historical  | Stored 375 new 1m bars for 2026-02-17  (fetched: 375)
2026-03-17 18:32:37 | INFO     | trading_bot.data.historical  | Stored 375 new 1m bars for 2026-02-18  (fetched: 375)
2026-03-17 18:32:38 | INFO     | trading_bot.data.historical  | Stored 375 new 1m bars for 2026-02-19  (fetched: 375)
2026-03-17 18:32:38 | INFO     | trading_bot.data.historical  | Stored 375 new 1m bars for 2026-02-20  (fetched: 375)
2026-03-17 18:32:40 | INFO     | trading_bot.data.historical  | Stored 375 new 1m bars for 2026-02-23  (fetched: 375)
2026-03-17 18:32:41 | INFO     | trading_bot.data.historical  | Stored 375 new 1m bars for 2026-02-24  (fetched: 375)
2026-03-17 18:32:43 | INFO     | trading_bot.data.historical  | Stored 375 new 1m bars for 2026-02-25  (fetched: 375)
2026-03-17 18:32:44 | INFO     | trading_bot.data.historical  | Stored 375 new 1m bars for 2026-02-26  (fetched: 375)
2026-03-17 18:32:46 | INFO     | trading_bot.data.historical  | Stored 375 new 1m bars for 2026-02-27  (fetched: 375)
2026-03-17 18:32:48 | INFO     | trading_bot.data.historical  | Stored 375 new 1m bars for 2026-03-02  (fetched: 375)
2026-03-17 18:32:51 | INFO     | trading_bot.data.historical  | Stored 375 new 1m bars for 2026-03-04  (fetched: 375)
2026-03-17 18:32:51 | INFO     | trading_bot.data.historical  | Stored 375 new 1m bars for 2026-03-05  (fetched: 375)
2026-03-17 18:32:52 | INFO     | trading_bot.data.historical  | Stored 375 new 1m bars for 2026-03-06  (fetched: 375)
2026-03-17 18:32:54 | INFO     | trading_bot.data.historical  | Stored 375 new 1m bars for 2026-03-09  (fetched: 375)
2026-03-17 18:32:55 | INFO     | trading_bot.data.historical  | Stored 375 new 1m bars for 2026-03-10  (fetched: 375)
2026-03-17 18:32:55 | INFO     | trading_bot.data.historical  | Stored 375 new 1m bars for 2026-03-11  (fetched: 375)
2026-03-17 18:32:56 | INFO     | trading_bot.data.historical  | Stored 375 new 1m bars for 2026-03-12  (fetched: 375)
2026-03-17 18:32:57 | INFO     | trading_bot.data.historical  | Stored 375 new 1m bars for 2026-03-13  (fetched: 375)
2026-03-17 18:32:59 | INFO     | trading_bot.data.historical  | Stored 375 new 1m bars for 2026-03-16  (fetched: 375)
2026-03-17 18:32:59 | INFO     | trading_bot.data.historical  | Stored 375 new 1m bars for 2026-03-17  (fetched: 375)
2026-03-17 18:33:00 | INFO     | trading_bot.data.historical  | Historical fetch done — 7875 new rows stored.
2026-03-17 18:33:00 | INFO     | main                         | [STUB] Compute indicators …
2026-03-17 18:33:00 | INFO     | main                         | [STUB] Start WebSocket live feed …
2026-03-17 18:33:00 | INFO     | trading_bot.dashboard.server | Dashboard → http://127.0.0.1:5000
2026-03-17 18:33:00 | INFO     | main                         | Dashboard → http://127.0.0.1:5000
2026-03-17 18:33:00 | INFO     | main                         | Entering main trading loop. Press CTRL+C to stop.
2026-03-17 18:33:00 | INFO     | werkzeug                     | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.1:5000
2026-03-17 18:33:00 | INFO     | werkzeug                     | [33mPress CTRL+C to quit[0m
2026-03-17 18:33:25 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:33:25] "GET / HTTP/1.1" 200 -
2026-03-17 18:33:27 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:33:27] "GET /api/dates HTTP/1.1" 200 -
2026-03-17 18:33:27 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:33:27] "GET /api/pnl HTTP/1.1" 200 -
2026-03-17 18:33:27 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:33:27] "[33mGET /favicon.ico HTTP/1.1[0m" 404 -
2026-03-17 18:33:27 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:33:27] "GET /api/candles?date=2026-03-17&timeframe=1m HTTP/1.1" 200 -
2026-03-17 18:33:43 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:33:43] "GET /api/pnl HTTP/1.1" 200 -
2026-03-17 18:33:58 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:33:58] "GET /api/pnl HTTP/1.1" 200 -
2026-03-17 18:34:13 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:34:13] "GET /api/pnl HTTP/1.1" 200 -
2026-03-17 18:34:28 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:34:28] "GET /api/pnl HTTP/1.1" 200 -
2026-03-17 18:34:43 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:34:43] "GET /api/pnl HTTP/1.1" 200 -
2026-03-17 18:34:58 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:34:58] "GET /api/pnl HTTP/1.1" 200 -
2026-03-17 18:35:30 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:35:30] "GET /api/pnl HTTP/1.1" 200 -
2026-03-17 18:35:42 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:35:42] "GET /api/pnl HTTP/1.1" 200 -
2026-03-17 18:35:46 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:35:46] "GET /api/candles?date=2026-02-19&timeframe=1m HTTP/1.1" 200 -
2026-03-17 18:35:54 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:35:54] "GET /api/candles?date=2026-03-11&timeframe=1m HTTP/1.1" 200 -
2026-03-17 18:35:57 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:35:57] "GET /api/pnl HTTP/1.1" 200 -
2026-03-17 18:35:58 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:35:58] "GET /api/candles?date=2026-02-25&timeframe=1m HTTP/1.1" 200 -
2026-03-17 18:36:02 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:36:02] "GET /api/candles?date=2026-03-16&timeframe=1m HTTP/1.1" 200 -
2026-03-17 18:36:08 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:36:08] "GET /api/candles?date=2026-03-13&timeframe=1m HTTP/1.1" 200 -
2026-03-17 18:36:12 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:36:12] "GET /api/candles?date=2026-03-12&timeframe=1m HTTP/1.1" 200 -
2026-03-17 18:36:12 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:36:12] "GET /api/pnl HTTP/1.1" 200 -
2026-03-17 18:36:15 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:36:15] "GET /api/candles?date=2026-03-10&timeframe=1m HTTP/1.1" 200 -
2026-03-17 18:36:18 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:36:18] "GET /api/candles?date=2026-03-09&timeframe=1m HTTP/1.1" 200 -
2026-03-17 18:36:23 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:36:23] "GET /api/candles?date=2026-02-16&timeframe=1m HTTP/1.1" 200 -
2026-03-17 18:36:28 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:36:28] "GET /api/pnl HTTP/1.1" 200 -
2026-03-17 18:36:43 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:36:43] "GET /api/pnl HTTP/1.1" 200 -
2026-03-17 18:36:58 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:36:58] "GET /api/pnl HTTP/1.1" 200 -
2026-03-17 18:37:13 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:37:13] "GET /api/pnl HTTP/1.1" 200 -
2026-03-17 18:37:39 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:37:39] "GET /api/pnl HTTP/1.1" 200 -
2026-03-17 18:38:39 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:38:39] "GET /api/pnl HTTP/1.1" 200 -
2026-03-17 18:39:18 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:39:18] "GET /api/pnl HTTP/1.1" 200 -
2026-03-17 18:39:24 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:39:24] "GET /api/candles?date=2026-03-16&timeframe=1m HTTP/1.1" 200 -
2026-03-17 18:39:27 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:39:27] "GET /api/pnl HTTP/1.1" 200 -
2026-03-17 18:39:42 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:39:42] "GET /api/pnl HTTP/1.1" 200 -
2026-03-17 18:39:57 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:39:57] "GET /api/pnl HTTP/1.1" 200 -
2026-03-17 18:40:12 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:40:12] "GET /api/pnl HTTP/1.1" 200 -
2026-03-17 18:40:27 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:40:27] "GET /api/pnl HTTP/1.1" 200 -
2026-03-17 18:40:42 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:40:42] "GET /api/pnl HTTP/1.1" 200 -
2026-03-17 18:40:57 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:40:57] "GET /api/pnl HTTP/1.1" 200 -
2026-03-17 18:41:12 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:41:12] "GET /api/pnl HTTP/1.1" 200 -
2026-03-17 18:41:27 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:41:27] "GET /api/pnl HTTP/1.1" 200 -
2026-03-17 18:41:42 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:41:42] "GET /api/pnl HTTP/1.1" 200 -
2026-03-17 18:41:57 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:41:57] "GET /api/pnl HTTP/1.1" 200 -
2026-03-17 18:42:12 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:42:12] "GET /api/pnl HTTP/1.1" 200 -
2026-03-17 18:42:27 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:42:27] "GET /api/pnl HTTP/1.1" 200 -
2026-03-17 18:42:42 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:42:42] "GET /api/pnl HTTP/1.1" 200 -
2026-03-17 18:42:57 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:42:57] "GET /api/pnl HTTP/1.1" 200 -
2026-03-17 18:43:12 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:43:12] "GET /api/pnl HTTP/1.1" 200 -
2026-03-17 18:43:27 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:43:27] "GET /api/pnl HTTP/1.1" 200 -
2026-03-17 18:43:43 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:43:43] "GET /api/pnl HTTP/1.1" 200 -
2026-03-17 18:43:58 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:43:58] "GET /api/pnl HTTP/1.1" 200 -
2026-03-17 18:44:13 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:44:13] "GET /api/pnl HTTP/1.1" 200 -
2026-03-17 18:44:28 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:44:28] "GET /api/pnl HTTP/1.1" 200 -
2026-03-17 18:44:51 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:44:51] "GET /api/pnl HTTP/1.1" 200 -
2026-03-17 18:44:53 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:44:53] "GET /api/candles?date=2026-03-16&timeframe=1m HTTP/1.1" 200 -
2026-03-17 18:44:57 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:44:57] "GET /api/pnl HTTP/1.1" 200 -
2026-03-17 18:45:12 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:45:12] "GET /api/pnl HTTP/1.1" 200 -
2026-03-17 18:45:28 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:45:28] "GET /api/pnl HTTP/1.1" 200 -
2026-03-17 18:45:43 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:45:43] "GET /api/pnl HTTP/1.1" 200 -
2026-03-17 18:45:58 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:45:58] "GET /api/pnl HTTP/1.1" 200 -
2026-03-17 18:46:13 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:46:13] "GET /api/pnl HTTP/1.1" 200 -
2026-03-17 18:46:27 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:46:27] "GET /api/pnl HTTP/1.1" 200 -
2026-03-17 18:46:40 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:46:40] "GET /api/candles?date=2026-03-17&timeframe=1m HTTP/1.1" 200 -
2026-03-17 18:46:42 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:46:42] "GET /api/pnl HTTP/1.1" 200 -
2026-03-17 18:46:57 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:46:57] "GET /api/pnl HTTP/1.1" 200 -
2026-03-17 18:47:02 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:47:02] "GET /api/candles?date=2026-03-13&timeframe=1m HTTP/1.1" 200 -
2026-03-17 18:47:09 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:47:09] "GET /api/candles?date=2026-03-17&timeframe=1m HTTP/1.1" 200 -
2026-03-17 18:47:13 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:47:13] "GET /api/pnl HTTP/1.1" 200 -
2026-03-17 18:47:28 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:47:28] "GET /api/pnl HTTP/1.1" 200 -
2026-03-17 18:47:43 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:47:43] "GET /api/pnl HTTP/1.1" 200 -
2026-03-17 18:47:58 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:47:58] "GET /api/pnl HTTP/1.1" 200 -
2026-03-17 18:48:39 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:48:39] "GET /api/pnl HTTP/1.1" 200 -
2026-03-17 18:49:39 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:49:39] "GET /api/pnl HTTP/1.1" 200 -
2026-03-17 18:50:47 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:50:47] "GET /api/pnl HTTP/1.1" 200 -
2026-03-17 18:51:39 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:51:39] "GET /api/pnl HTTP/1.1" 200 -
2026-03-17 18:52:39 | INFO     | werkzeug                     | 127.0.0.1 - - [17/Mar/2026 18:52:39] "GET /api/pnl HTTP/1.1" 200 -
2026-03-17 19:18:16 | INFO     | trading_bot.data.store       | Database initialized at C:\Users\Sushma\Desktop\AngelOne\trading_bot\trading_bot.db
2026-03-17 19:20:25 | INFO     | trading_bot.auth.login       | Authenticating with AngelOne SmartAPI …
2026-03-17 19:20:25 | INFO     | trading_bot.auth.login       | Login SUCCESS — client=T12345  feed_token=feed_test_to…
2026-03-17 19:20:25 | INFO     | trading_bot.auth.login       | Authenticating with AngelOne SmartAPI …
2026-03-17 19:20:25 | ERROR    | trading_bot.auth.login       | Login FAILED: Invalid credentials
2026-03-17 19:20:25 | INFO     | trading_bot.auth.login       | Authenticating with AngelOne SmartAPI …
2026-03-17 19:20:25 | INFO     | trading_bot.auth.login       | Login SUCCESS — client=T12345  feed_token=feed_123…
2026-03-17 19:20:25 | INFO     | trading_bot.auth.login       | Session terminated for T12345
2026-03-17 19:20:25 | INFO     | trading_bot.auth.login       | Authenticating with AngelOne SmartAPI …
2026-03-17 19:20:25 | INFO     | trading_bot.auth.login       | Login SUCCESS — client=T12345  feed_token=feed_abc…
2026-03-17 19:27:04 | INFO     | trading_bot.auth.login       | Authenticating with AngelOne SmartAPI …
2026-03-17 19:27:07 | INFO     | trading_bot.auth.login       | Login SUCCESS — client=AABW062325  feed_token=eyJhbGciOiJI…
2026-03-17 19:27:14 | INFO     | trading_bot.auth.login       | Session terminated for AABW062325
2026-03-17 19:28:10 | INFO     | trading_bot.auth.login       | Authenticating with AngelOne SmartAPI …
2026-03-17 19:28:13 | INFO     | trading_bot.auth.login       | Login SUCCESS — client=AABW062325  feed_token=eyJhbGciOiJI…
2026-03-17 19:28:23 | INFO     | trading_bot.auth.login       | Session terminated for AABW062325
2026-03-17 19:30:09 | INFO     | trading_bot.auth.login       | Authenticating with AngelOne SmartAPI …
2026-03-17 19:30:12 | INFO     | trading_bot.auth.login       | Login SUCCESS — client=AABW062325  feed_token=eyJhbGciOiJI…
2026-03-17 19:30:18 | INFO     | trading_bot.auth.login       | Session terminated for AABW062325
2026-03-17 19:30:38 | INFO     | trading_bot.auth.login       | Authenticating with AngelOne SmartAPI …
2026-03-17 19:30:41 | INFO     | trading_bot.auth.login       | Login SUCCESS — client=AABW062325  feed_token=eyJhbGciOiJI…
2026-03-17 19:30:49 | INFO     | trading_bot.auth.login       | Session terminated for AABW062325
2026-03-17 19:31:17 | INFO     | trading_bot.auth.login       | Authenticating with AngelOne SmartAPI …
2026-03-17 19:31:20 | INFO     | trading_bot.auth.login       | Login SUCCESS — client=AABW062325  feed_token=eyJhbGciOiJI…
2026-03-17 19:31:24 | INFO     | trading_bot.data.historical  | Injected closing candle for 1m 2026-03-17: last_1m_close=23558.80 → day_close=23581.15 (delta=22.35)
2026-03-17 19:31:26 | INFO     | trading_bot.auth.login       | Session terminated for AABW062325
2026-03-17 19:32:32 | INFO     | main                         | ============================================================
2026-03-17 19:32:32 | INFO     | main                         |   PROJECT CANDLES — NIFTY OPTIONS AUTO TRADING SYSTEM
2026-03-17 19:32:32 | INFO     | main                         |   Mode : PAPER
2026-03-17 19:32:32 | INFO     | main                         |   Time : 2026-03-17 19:32:32 IST
2026-03-17 19:32:32 | INFO     | main                         | ============================================================
2026-03-17 19:32:32 | INFO     | trading_bot.data.store       | Database initialized at C:\Users\Sushma\Desktop\AngelOne\trading_bot\trading_bot.db
2026-03-17 19:32:32 | INFO     | trading_bot.auth.login       | Authenticating with AngelOne SmartAPI …
